venda_id,data,vendedor_id,regiao,categoria,produto,quantidade,preco_unitario,desconto_pct,receita,custo,lucro
251,2022-01-10,15,Norte,Notebooks,Asus VivoBook,1,3131.88,0.13,2724.74,2016.0,708.74
252,2022-01-10,15,Norte,Monitores,"LG 24""",2,1068.39,0.07,1987.21,1496.0,491.21
253,2022-01-10,17,Norte,Acessórios,Cabo USB-C,15,102.29,0.08,1411.6,810.0,601.6
254,2022-01-10,18,Norte,Notebooks,Asus VivoBook,2,2557.28,0.13,4449.67,4032.0,417.67
255,2022-01-10,18,Norte,Periféricos,Webcam Logitech,4,206.75,0.23,636.79,504.0,132.79
256,2022-01-10,20,Nordeste,Smartphones,Xiaomi 12,2,1775.36,0.07,3302.17,2812.0,490.17
257,2022-01-10,20,Nordeste,Periféricos,Webcam Logitech,2,182.19,0.15,309.72,252.0,57.72
258,2022-01-10,22,Nordeste,Periféricos,Webcam Logitech,4,167.0,0.19,541.08,504.0,37.08
259,2022-01-11,1,Sul,Notebooks,Lenovo IdeaPad,1,2813.88,0.09,2560.63,2016.0,544.63
260,2022-01-11,3,Sul,Monitores,"LG 24""",3,1163.79,0.05,3316.8,2244.0,1072.8
261,2022-01-11,3,Sul,Periféricos,Headset HyperX,4,181.32,0.17,601.98,504.0,97.98
262,2022-01-11,3,Sul,Monitores,"AOC 24""",3,1041.51,0.03,3030.79,2244.0,786.79
263,2022-01-11,4,Sul,Notebooks,Dell Inspiron,1,2793.32,0.09,2541.92,2016.0,525.92
264,2022-01-11,4,Sul,Acessórios,Suporte Notebook,12,86.71,0.02,1019.71,648.0,371.71
265,2022-01-11,4,Sul,Notebooks,HP Pavilion,2,2688.79,0.03,5216.25,4032.0,1184.25
266,2022-01-11,6,Sudeste,Smartphones,Xiaomi 12,3,2104.43,0.09,5745.09,4218.0,1527.09
267,2022-01-11,7,Sudeste,Periféricos,Teclado Redragon,1,164.84,0.19,133.52,126.0,7.52
268,2022-01-11,12,Centro-Oeste,Monitores,"AOC 24""",2,1262.01,0.11,2246.38,1496.0,750.38
269,2022-01-11,12,Centro-Oeste,Smartphones,Samsung A54,2,2067.81,0.06,3887.48,2812.0,1075.48
270,2022-01-11,12,Centro-Oeste,Smartphones,Samsung A54,2,2121.25,0.08,3903.1,2812.0,1091.1
271,2022-01-11,14,Centro-Oeste,Acessórios,Hub USB,11,101.13,0.09,1012.31,594.0,418.31
272,2022-01-11,15,Norte,Acessórios,Hub USB,9,89.27,0.13,698.98,486.0,212.98
273,2022-01-11,15,Norte,Notebooks,Asus VivoBook,1,2575.25,0.14,2214.72,2016.0,198.72
274,2022-01-11,15,Norte,Monitores,"Samsung 32""",2,1078.33,0.06,2027.26,1496.0,531.26
275,2022-01-11,16,Norte,Smartphones,Motorola Edge,1,1996.25,0.11,1776.66,1406.0,370.66
276,2022-01-11,17,Norte,Smartphones,Motorola Edge,3,1730.12,0.1,4671.32,4218.0,453.32
277,2022-01-11,18,Norte,Smartphones,Samsung A54,2,1745.64,0.15,2967.59,2812.0,155.59
278,2022-01-11,18,Norte,Smartphones,Xiaomi 12,3,2162.57,0.07,6033.57,4218.0,1815.57
279,2022-01-11,18,Norte,Acessórios,Cabo USB-C,12,83.84,0.08,925.59,648.0,277.59
280,2022-01-11,19,Nordeste,Monitores,"LG 24""",2,1156.4,0.1,2081.52,1496.0,585.52
281,2022-01-11,20,Nordeste,Notebooks,Lenovo IdeaPad,2,2890.62,0.09,5260.93,4032.0,1228.93
282,2022-01-11,21,Nordeste,Periféricos,Mouse Logitech,8,163.17,0.17,1083.45,1008.0,75.45
283,2022-01-11,21,Nordeste,Monitores,"AOC 24""",2,1241.22,0.04,2383.14,1496.0,887.14
284,2022-01-11,22,Nordeste,Acessórios,Carregador 65W,16,103.42,0.07,1538.89,864.0,674.89
285,2022-01-11,22,Nordeste,Periféricos,Mouse Logitech,8,168.11,0.16,1129.7,1008.0,121.7
286,2022-01-12,1,Sul,Acessórios,Cabo USB-C,12,99.24,0.07,1107.52,648.0,459.52
287,2022-01-12,2,Sul,Monitores,"Samsung 32""",3,1235.12,0.04,3557.15,2244.0,1313.15
288,2022-01-12,3,Sul,Periféricos,Headset HyperX,4,184.89,0.13,643.42,504.0,139.42
289,2022-01-12,3,Sul,Periféricos,Teclado Redragon,6,197.57,0.12,1043.17,756.0,287.17
290,2022-01-12,4,Sul,Smartphones,Motorola Edge,1,2091.74,0.1,1882.57,1406.0,476.57
291,2022-01-12,5,Sudeste,Notebooks,Dell Inspiron,2,2736.5,0.09,4980.43,4032.0,948.43
292,2022-01-12,5,Sudeste,Acessórios,Cabo USB-C,3,83.82,0.07,233.86,162.0,71.86
293,2022-01-12,6,Sudeste,Monitores,"Samsung 32""",3,1025.29,0.1,2768.28,2244.0,524.28
294,2022-01-12,7,Sudeste,Periféricos,Webcam Logitech,2,184.63,0.12,324.95,252.0,72.95
295,2022-01-12,7,Sudeste,Monitores,"Dell 27""",2,1073.63,0.04,2061.37,1496.0,565.37
296,2022-01-12,8,Sudeste,Periféricos,Headset HyperX,5,204.64,0.2,818.56,630.0,188.56
297,2022-01-12,8,Sudeste,Notebooks,HP Pavilion,2,2657.41,0.1,4783.34,4032.0,751.34
298,2022-01-12,11,Centro-Oeste,Monitores,"Dell 27""",1,1152.75,0.12,1014.42,748.0,266.42
299,2022-01-12,13,Centro-Oeste,Monitores,"Samsung 32""",1,1221.7,0.12,1075.1,748.0,327.1
300,2022-01-12,14,Centro-Oeste,Notebooks,Dell Inspiron,2,2551.82,0.12,4491.2,4032.0,459.2
301,2022-01-12,14,Centro-Oeste,Periféricos,Webcam Logitech,8,189.81,0.15,1290.71,1008.0,282.71
302,2022-01-12,15,Norte,Monitores,"Samsung 32""",2,1166.52,0.09,2123.07,1496.0,627.07
303,2022-01-12,15,Norte,Periféricos,Webcam Logitech,1,175.38,0.19,142.06,126.0,16.06
304,2022-01-12,19,Nordeste,Periféricos,Headset HyperX,6,200.77,0.2,963.7,756.0,207.7
305,2022-01-12,20,Nordeste,Periféricos,Headset HyperX,6,185.17,0.16,933.26,756.0,177.26
306,2022-01-12,20,Nordeste,Periféricos,Webcam Logitech,4,167.51,0.22,522.63,504.0,18.63
307,2022-01-12,20,Nordeste,Periféricos,Mouse Logitech,10,164.28,0.21,1297.81,1260.0,37.81
308,2022-01-12,21,Nordeste,Periféricos,Headset HyperX,4,204.02,0.2,652.86,504.0,148.86
309,2022-01-12,22,Nordeste,Acessórios,Hub USB,16,92.22,0.07,1372.23,864.0,508.23
310,2022-01-12,22,Nordeste,Notebooks,Dell Inspiron,2,3181.66,0.11,5663.35,4032.0,1631.35
311,2022-01-13,1,Sul,Periféricos,Headset HyperX,8,164.19,0.16,1103.36,1008.0,95.36
312,2022-01-13,1,Sul,Monitores,"AOC 24""",1,1068.58,0.02,1047.21,748.0,299.21
313,2022-01-13,1,Sul,Acessórios,Carregador 65W,13,100.86,0.07,1219.4,702.0,517.4
314,2022-01-13,2,Sul,Acessórios,Cabo USB-C,12,93.83,0.05,1069.66,648.0,421.66
315,2022-01-13,3,Sul,Notebooks,Asus VivoBook,2,2872.98,0.1,5171.36,4032.0,1139.36
316,2022-01-13,4,Sul,Monitores,"LG 24""",2,1025.38,0.03,1989.24,1496.0,493.24
317,2022-01-13,4,Sul,Smartphones,iPhone 13,1,1974.97,0.07,1836.72,1406.0,430.72
318,2022-01-13,5,Sudeste,Monitores,"AOC 24""",1,1127.52,0.02,1104.97,748.0,356.97
319,2022-01-13,6,Sudeste,Smartphones,Motorola Edge,3,1956.68,0.04,5635.24,4218.0,1417.24
320,2022-01-13,7,Sudeste,Periféricos,Headset HyperX,3,203.91,0.17,507.74,378.0,129.74
321,2022-01-13,7,Sudeste,Acessórios,Suporte Notebook,17,94.36,0.1,1443.71,918.0,525.71
322,2022-01-13,7,Sudeste,Monitores,"AOC 24""",2,1184.9,0.06,2227.61,1496.0,731.61
323,2022-01-13,8,Sudeste,Smartphones,iPhone 13,3,2030.06,0.08,5602.97,4218.0,1384.97
324,2022-01-13,8,Sudeste,Smartphones,Samsung A54,3,1993.53,0.06,5621.75,4218.0,1403.75
325,2022-01-13,9,Sudeste,Monitores,"Dell 27""",1,1188.39,0.09,1081.43,748.0,333.43
326,2022-01-13,9,Sudeste,Monitores,"AOC 24""",1,1030.64,0.05,979.11,748.0,231.11
327,2022-01-13,10,Sudeste,Notebooks,Lenovo IdeaPad,2,2533.26,0.07,4711.86,4032.0,679.86
328,2022-01-13,12,Centro-Oeste,Acessórios,Hub USB,5,100.64,0.03,488.1,270.0,218.1
329,2022-01-13,12,Centro-Oeste,Monitores,"Dell 27""",3,1144.24,0.1,3089.45,2244.0,845.45
330,2022-01-13,13,Centro-Oeste,Periféricos,Webcam Logitech,9,203.05,0.2,1461.96,1134.0,327.96
331,2022-01-13,15,Norte,Smartphones,Motorola Edge,2,1801.33,0.08,3314.45,2812.0,502.45
332,2022-01-13,16,Norte,Periféricos,Headset HyperX,8,196.7,0.21,1243.14,1008.0,235.14
333,2022-01-13,19,Nordeste,Smartphones,iPhone 13,2,1767.89,0.11,3146.84,2812.0,334.84
334,2022-01-13,19,Nordeste,Acessórios,Suporte Notebook,10,102.48,0.05,973.56,540.0,433.56
335,2022-01-13,19,Nordeste,Notebooks,HP Pavilion,2,3188.72,0.04,6122.34,4032.0,2090.34
336,2022-01-13,20,Nordeste,Smartphones,Motorola Edge,2,1811.64,0.11,3224.72,2812.0,412.72
337,2022-01-13,20,Nordeste,Monitores,"Samsung 32""",3,1027.75,0.12,2713.26,2244.0,469.26
338,2022-01-13,21,Nordeste,Periféricos,Mouse Logitech,4,192.14,0.18,630.22,504.0,126.22
339,2022-01-13,21,Nordeste,Notebooks,Dell Inspiron,1,2809.31,0.1,2528.38,2016.0,512.38
340,2022-01-13,22,Nordeste,Periféricos,Mouse Logitech,7,205.4,0.17,1193.37,882.0,311.37
341,2022-01-13,22,Nordeste,Acessórios,Hub USB,11,95.64,0.07,978.4,594.0,384.4
342,2022-01-14,1,Sul,Notebooks,Dell Inspiron,1,2976.61,0.05,2827.78,2016.0,811.78
343,2022-01-14,2,Sul,Periféricos,Webcam Logitech,1,201.7,0.14,173.46,126.0,47.46
344,2022-01-14,2,Sul,Acessórios,Hub USB,2,85.19,0.06,160.16,108.0,52.16
345,2022-01-14,4,Sul,Notebooks,HP Pavilion,2,2719.19,0.1,4894.54,4032.0,862.54
346,2022-01-14,5,Sudeste,Periféricos,Webcam Logitech,6,174.28,0.13,909.74,756.0,153.74
347,2022-01-14,5,Sudeste,Periféricos,Webcam Logitech,1,191.17,0.14,164.41,126.0,38.41
348,2022-01-14,5,Sudeste,Smartphones,iPhone 13,1,1979.7,0.05,1880.71,1406.0,474.71
349,2022-01-14,6,Sudeste,Acessórios,Hub USB,13,92.59,0.03,1167.56,702.0,465.56
350,2022-01-14,6,Sudeste,Notebooks,Lenovo IdeaPad,2,3207.18,0.09,5837.07,4032.0,1805.07
351,2022-01-14,7,Sudeste,Notebooks,HP Pavilion,2,2788.5,0.09,5075.07,4032.0,1043.07
352,2022-01-14,7,Sudeste,Smartphones,iPhone 13,2,1986.67,0.02,3893.87,2812.0,1081.87
353,2022-01-14,7,Sudeste,Smartphones,Xiaomi 12,2,1739.51,0.03,3374.65,2812.0,562.65
354,2022-01-14,9,Sudeste,Monitores,"Samsung 32""",2,1179.83,0.06,2218.08,1496.0,722.08
355,2022-01-14,10,Sudeste,Periféricos,Teclado Redragon,10,183.52,0.19,1486.51,1260.0,226.51
356,2022-01-14,11,Centro-Oeste,Monitores,"AOC 24""",1,1198.27,0.06,1126.37,748.0,378.37
357,2022-01-14,12,Centro-Oeste,Monitores,"LG 24""",3,1134.51,0.11,3029.14,2244.0,785.14
358,2022-01-14,12,Centro-Oeste,Smartphones,Samsung A54,1,2145.69,0.04,2059.86,1406.0,653.86
359,2022-01-14,13,Centro-Oeste,Monitores,"Dell 27""",1,1147.49,0.05,1090.12,748.0,342.12
360,2022-01-14,13,Centro-Oeste,Smartphones,Motorola Edge,3,1765.21,0.06,4977.89,4218.0,759.89
361,2022-01-14,14,Centro-Oeste,Notebooks,Asus VivoBook,1,3086.08,0.1,2777.47,2016.0,761.47
362,2022-01-14,15,Norte,Acessórios,Cabo USB-C,10,93.57,0.15,795.34,540.0,255.34
363,2022-01-14,16,Norte,Acessórios,Suporte Notebook,19,99.37,0.08,1736.99,1026.0,710.99
364,2022-01-14,19,Nordeste,Monitores,"LG 24""",2,1247.01,0.04,2394.26,1496.0,898.26
365,2022-01-14,19,Nordeste,Notebooks,HP Pavilion,2,2806.21,0.05,5331.8,4032.0,1299.8
366,2022-01-14,20,Nordeste,Acessórios,Hub USB,13,100.57,0.09,1189.74,702.0,487.74
367,2022-01-14,22,Nordeste,Monitores,"Dell 27""",1,1169.72,0.08,1076.14,748.0,328.14
368,2022-01-14,22,Nordeste,Periféricos,Webcam Logitech,1,185.8,0.18,152.36,126.0,26.36
369,2022-01-14,22,Nordeste,Notebooks,HP Pavilion,2,2844.1,0.11,5062.5,4032.0,1030.5
370,2022-01-15,1,Sul,Periféricos,Teclado Redragon,5,182.73,0.14,785.74,630.0,155.74
371,2022-01-15,1,Sul,Periféricos,Mouse Logitech,10,163.45,0.18,1340.29,1260.0,80.29
372,2022-01-15,2,Sul,Notebooks,Lenovo IdeaPad,1,2664.26,0.03,2584.33,2016.0,568.33
373,2022-01-15,3,Sul,Notebooks,Lenovo IdeaPad,2,3038.38,0.08,5590.62,4032.0,1558.62
374,2022-01-15,4,Sul,Periféricos,Mouse Logitech,4,168.31,0.16,565.52,504.0,61.52
375,2022-01-15,5,Sudeste,Monitores,"Samsung 32""",1,1148.81,0.07,1068.39,748.0,320.39
376,2022-01-15,5,Sudeste,Smartphones,Xiaomi 12,1,2178.21,0.1,1960.39,1406.0,554.39
377,2022-01-15,5,Sudeste,Acessórios,Suporte Notebook,19,87.19,0.1,1490.95,1026.0,464.95
378,2022-01-15,6,Sudeste,Periféricos,Webcam Logitech,6,187.01,0.12,987.41,756.0,231.41
379,2022-01-15,6,Sudeste,Acessórios,Suporte Notebook,5,96.67,0.08,444.68,270.0,174.68
380,2022-01-15,6,Sudeste,Smartphones,Motorola Edge,2,1797.34,0.1,3235.21,2812.0,423.21
381,2022-01-15,7,Sudeste,Periféricos,Headset HyperX,8,200.59,0.14,1380.06,1008.0,372.06
382,2022-01-15,8,Sudeste,Monitores,"AOC 24""",3,1256.14,0.1,3391.58,2244.0,1147.58
383,2022-01-15,8,Sudeste,Periféricos,Webcam Logitech,6,172.93,0.15,881.94,756.0,125.94
384,2022-01-15,9,Sudeste,Acessórios,Suporte Notebook,2,83.08,0.05,157.85,108.0,49.85
385,2022-01-15,9,Sudeste,Smartphones,Motorola Edge,1,2029.99,0.02,1989.39,1406.0,583.39
386,2022-01-15,11,Centro-Oeste,Monitores,"Dell 27""",2,1121.83,0.08,2064.17,1496.0,568.17
387,2022-01-15,11,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,3176.01,0.04,6097.94,4032.0,2065.94
388,2022-01-15,12,Centro-Oeste,Monitores,"Dell 27""",3,1099.07,0.06,3099.38,2244.0,855.38
389,2022-01-15,12,Centro-Oeste,Smartphones,iPhone 13,3,1890.81,0.11,5048.46,4218.0,830.46
390,2022-01-15,12,Centro-Oeste,Smartphones,iPhone 13,2,1834.24,0.11,3264.95,2812.0,452.95
391,2022-01-15,13,Centro-Oeste,Acessórios,Suporte Notebook,11,101.57,0.08,1027.89,594.0,433.89
392,2022-01-15,14,Centro-Oeste,Monitores,"Dell 27""",2,1193.84,0.03,2316.05,1496.0,820.05
393,2022-01-15,15,Norte,Monitores,"AOC 24""",2,1071.18,0.08,1970.97,1496.0,474.97
394,2022-01-15,17,Norte,Periféricos,Webcam Logitech,5,186.78,0.23,719.1,630.0,89.1
395,2022-01-15,18,Norte,Acessórios,Hub USB,6,91.37,0.1,493.4,324.0,169.4
396,2022-01-15,19,Nordeste,Monitores,"AOC 24""",3,1040.61,0.11,2778.43,2244.0,534.43
397,2022-01-15,20,Nordeste,Monitores,"LG 24""",3,1220.74,0.04,3515.73,2244.0,1271.73
398,2022-01-15,20,Nordeste,Notebooks,Dell Inspiron,1,2808.67,0.06,2640.15,2016.0,624.15
399,2022-01-15,20,Nordeste,Periféricos,Mouse Logitech,6,171.84,0.22,804.21,756.0,48.21
400,2022-01-15,22,Nordeste,Monitores,"AOC 24""",1,1171.3,0.03,1136.16,748.0,388.16
401,2022-01-15,22,Nordeste,Monitores,"AOC 24""",3,993.26,0.11,2652.0,2244.0,408.0
402,2022-01-16,1,Sul,Smartphones,Samsung A54,1,1948.55,0.08,1792.67,1406.0,386.67
403,2022-01-16,5,Sudeste,Monitores,"Samsung 32""",2,1214.18,0.06,2282.66,1496.0,786.66
404,2022-01-16,7,Sudeste,Acessórios,Carregador 65W,10,103.28,0.05,981.16,540.0,441.16
405,2022-01-16,7,Sudeste,Notebooks,Dell Inspiron,2,2585.45,0.08,4757.23,4032.0,725.23
406,2022-01-16,7,Sudeste,Monitores,"AOC 24""",3,1005.43,0.02,2955.96,2244.0,711.96
407,2022-01-16,9,Sudeste,Acessórios,Suporte Notebook,17,93.73,0.03,1545.61,918.0,627.61
408,2022-01-16,10,Sudeste,Periféricos,Teclado Redragon,5,202.56,0.19,820.37,630.0,190.37
409,2022-01-16,10,Sudeste,Notebooks,Dell Inspiron,1,2999.1,0.06,2819.15,2016.0,803.15
410,2022-01-16,12,Centro-Oeste,Notebooks,Lenovo IdeaPad,1,2930.93,0.09,2667.15,2016.0,651.15
411,2022-01-16,12,Centro-Oeste,Smartphones,Xiaomi 12,2,1977.88,0.12,3481.07,2812.0,669.07
412,2022-01-16,13,Centro-Oeste,Monitores,"Samsung 32""",3,1095.56,0.05,3122.35,2244.0,878.35
413,2022-01-16,14,Centro-Oeste,Monitores,"Samsung 32""",1,1004.77,0.09,914.34,748.0,166.34
414,2022-01-16,15,Norte,Smartphones,Motorola Edge,1,2170.24,0.1,1953.22,1406.0,547.22
415,2022-01-16,15,Norte,Smartphones,Motorola Edge,3,1943.04,0.1,5246.21,4218.0,1028.21
416,2022-01-16,16,Norte,Acessórios,Carregador 65W,13,96.29,0.15,1064.0,702.0,362.0
417,2022-01-16,16,Norte,Notebooks,HP Pavilion,1,3078.64,0.06,2893.92,2016.0,877.92
418,2022-01-16,19,Nordeste,Periféricos,Webcam Logitech,2,176.25,0.16,296.1,252.0,44.1
419,2022-01-16,19,Nordeste,Notebooks,HP Pavilion,1,2831.32,0.07,2633.13,2016.0,617.13
420,2022-01-16,21,Nordeste,Acessórios,Hub USB,12,83.32,0.04,959.85,648.0,311.85
421,2022-01-16,22,Nordeste,Monitores,"Samsung 32""",2,1227.52,0.03,2381.39,1496.0,885.39
422,2022-01-16,22,Nordeste,Acessórios,Hub USB,8,98.53,0.11,701.53,432.0,269.53
423,2022-01-17,1,Sul,Periféricos,Webcam Logitech,5,169.63,0.16,712.45,630.0,82.45
424,2022-01-17,1,Sul,Smartphones,Motorola Edge,2,1779.32,0.04,3416.29,2812.0,604.29
425,2022-01-17,3,Sul,Notebooks,HP Pavilion,2,2696.19,0.05,5122.76,4032.0,1090.76
426,2022-01-17,4,Sul,Periféricos,Webcam Logitech,1,166.81,0.16,140.12,126.0,14.12
427,2022-01-17,5,Sudeste,Smartphones,Motorola Edge,2,2091.94,0.07,3891.01,2812.0,1079.01
428,2022-01-17,5,Sudeste,Smartphones,Motorola Edge,2,2097.35,0.04,4026.91,2812.0,1214.91
429,2022-01-17,5,Sudeste,Smartphones,Xiaomi 12,2,1937.53,0.04,3720.06,2812.0,908.06
430,2022-01-17,6,Sudeste,Smartphones,Motorola Edge,2,2169.69,0.05,4122.41,2812.0,1310.41
431,2022-01-17,6,Sudeste,Acessórios,Suporte Notebook,12,99.37,0.08,1097.04,648.0,449.04
432,2022-01-17,6,Sudeste,Notebooks,Lenovo IdeaPad,1,2934.56,0.1,2641.1,2016.0,625.1
433,2022-01-17,7,Sudeste,Monitores,"LG 24""",3,1252.08,0.09,3418.18,2244.0,1174.18
434,2022-01-17,7,Sudeste,Periféricos,Webcam Logitech,7,197.9,0.13,1205.21,882.0,323.21
435,2022-01-17,8,Sudeste,Periféricos,Headset HyperX,7,172.89,0.14,1040.8,882.0,158.8
436,2022-01-17,9,Sudeste,Notebooks,Asus VivoBook,2,3213.49,0.09,5848.55,4032.0,1816.55
437,2022-01-17,9,Sudeste,Monitores,"AOC 24""",3,1139.5,0.07,3179.2,2244.0,935.2
438,2022-01-17,10,Sudeste,Monitores,"LG 24""",3,1020.08,0.05,2907.23,2244.0,663.23
439,2022-01-17,10,Sudeste,Smartphones,Xiaomi 12,3,2017.32,0.02,5930.92,4218.0,1712.92
440,2022-01-17,11,Centro-Oeste,Acessórios,Suporte Notebook,4,102.73,0.09,373.94,216.0,157.94
441,2022-01-17,11,Centro-Oeste,Notebooks,Dell Inspiron,1,2701.12,0.11,2404.0,2016.0,388.0
442,2022-01-17,11,Centro-Oeste,Acessórios,Suporte Notebook,17,89.8,0.12,1343.41,918.0,425.41
443,2022-01-17,13,Centro-Oeste,Acessórios,Cabo USB-C,4,87.65,0.04,336.58,216.0,120.58
444,2022-01-17,13,Centro-Oeste,Periféricos,Headset HyperX,4,176.04,0.22,549.24,504.0,45.24
445,2022-01-17,13,Centro-Oeste,Monitores,"AOC 24""",2,1085.78,0.04,2084.7,1496.0,588.7
446,2022-01-17,14,Centro-Oeste,Acessórios,Suporte Notebook,4,82.51,0.03,320.14,216.0,104.14
447,2022-01-17,18,Norte,Periféricos,Teclado Redragon,9,186.84,0.23,1294.8,1134.0,160.8
448,2022-01-17,19,Nordeste,Acessórios,Carregador 65W,6,98.95,0.05,564.01,324.0,240.01
449,2022-01-17,20,Nordeste,Acessórios,Hub USB,7,81.66,0.12,503.03,378.0,125.03
450,2022-01-17,21,Nordeste,Acessórios,Hub USB,7,81.1,0.06,533.64,378.0,155.64
451,2022-01-17,22,Nordeste,Notebooks,Dell Inspiron,1,3079.65,0.11,2740.89,2016.0,724.89
452,2022-01-18,1,Sul,Periféricos,Webcam Logitech,9,167.13,0.19,1218.38,1134.0,84.38
453,2022-01-18,2,Sul,Smartphones,Motorola Edge,2,2000.37,0.03,3880.72,2812.0,1068.72
454,2022-01-18,2,Sul,Smartphones,Motorola Edge,3,2003.25,0.06,5649.16,4218.0,1431.16
455,2022-01-18,2,Sul,Monitores,"LG 24""",1,1174.83,0.07,1092.59,748.0,344.59
456,2022-01-18,3,Sul,Notebooks,Lenovo IdeaPad,2,2781.31,0.04,5340.12,4032.0,1308.12
457,2022-01-18,4,Sul,Periféricos,Webcam Logitech,9,181.04,0.19,1319.78,1134.0,185.78
458,2022-01-18,5,Sudeste,Periféricos,Teclado Redragon,3,184.03,0.14,474.8,378.0,96.8
459,2022-01-18,5,Sudeste,Smartphones,Motorola Edge,1,2004.22,0.07,1863.92,1406.0,457.92
460,2022-01-18,6,Sudeste,Periféricos,Webcam Logitech,8,205.37,0.2,1314.37,1008.0,306.37
461,2022-01-18,7,Sudeste,Acessórios,Hub USB,16,96.98,0.09,1412.03,864.0,548.03
462,2022-01-18,9,Sudeste,Periféricos,Headset HyperX,9,163.47,0.15,1250.55,1134.0,116.55
463,2022-01-18,11,Centro-Oeste,Monitores,"AOC 24""",3,1141.17,0.04,3286.57,2244.0,1042.57
464,2022-01-18,11,Centro-Oeste,Notebooks,HP Pavilion,1,3062.58,0.08,2817.57,2016.0,801.57
465,2022-01-18,12,Centro-Oeste,Acessórios,Carregador 65W,8,103.27,0.04,793.11,432.0,361.11
466,2022-01-18,12,Centro-Oeste,Smartphones,Samsung A54,1,1923.62,0.08,1769.73,1406.0,363.73
467,2022-01-18,13,Centro-Oeste,Notebooks,Lenovo IdeaPad,2,2666.91,0.12,4693.76,4032.0,661.76
468,2022-01-18,14,Centro-Oeste,Monitores,"AOC 24""",1,1035.64,0.05,983.86,748.0,235.86
469,2022-01-18,14,Centro-Oeste,Periféricos,Mouse Logitech,10,187.65,0.19,1519.97,1260.0,259.97
470,2022-01-18,15,Norte,Smartphones,iPhone 13,3,1847.43,0.09,5043.48,4218.0,825.48
471,2022-01-18,16,Norte,Notebooks,Lenovo IdeaPad,1,3193.94,0.11,2842.61,2016.0,826.61
472,2022-01-18,16,Norte,Smartphones,Xiaomi 12,1,2043.18,0.07,1900.16,1406.0,494.16
473,2022-01-18,16,Norte,Periféricos,Headset HyperX,8,199.28,0.24,1211.62,1008.0,203.62
474,2022-01-18,18,Norte,Acessórios,Hub USB,3,91.17,0.15,232.48,162.0,70.48
475,2022-01-18,19,Nordeste,Smartphones,iPhone 13,2,1925.98,0.1,3466.76,2812.0,654.76
476,2022-01-18,20,Nordeste,Notebooks,Asus VivoBook,1,2964.39,0.08,2727.24,2016.0,711.24
477,2022-01-18,21,Nordeste,Acessórios,Carregador 65W,16,102.78,0.06,1545.81,864.0,681.81
478,2022-01-18,21,Nordeste,Smartphones,iPhone 13,3,2103.46,0.08,5805.55,4218.0,1587.55
479,2022-01-18,22,Nordeste,Monitores,"AOC 24""",1,1206.78,0.03,1170.58,748.0,422.58
480,2022-01-18,22,Nordeste,Notebooks,Asus VivoBook,2,2531.4,0.05,4809.66,4032.0,777.66
481,2022-01-19,1,Sul,Acessórios,Carregador 65W,10,103.4,0.04,992.64,540.0,452.64
482,2022-01-19,3,Sul,Smartphones,Samsung A54,1,2020.93,0.06,1899.67,1406.0,493.67
483,2022-01-19,3,Sul,Smartphones,Xiaomi 12,3,1734.6,0.06,4891.57,4218.0,673.57
484,2022-01-19,3,Sul,Periféricos,Webcam Logitech,1,191.5,0.13,166.6,126.0,40.6
485,2022-01-19,6,Sudeste,Monitores,"AOC 24""",1,992.55,0.07,923.07,748.0,175.07
486,2022-01-19,6,Sudeste,Acessórios,Carregador 65W,13,91.75,0.05,1133.11,702.0,431.11
487,2022-01-19,8,Sudeste,Notebooks,HP Pavilion,1,2777.29,0.06,2610.65,2016.0,594.65
488,2022-01-19,8,Sudeste,Acessórios,Carregador 65W,3,95.44,0.04,274.87,162.0,112.87
489,2022-01-19,9,Sudeste,Notebooks,Lenovo IdeaPad,1,2828.07,0.05,2686.67,2016.0,670.67
490,2022-01-19,10,Sudeste,Monitores,"AOC 24""",1,1226.49,0.03,1189.7,748.0,441.7
491,2022-01-19,10,Sudeste,Periféricos,Mouse Logitech,6,188.53,0.18,927.57,756.0,171.57
492,2022-01-19,11,Centro-Oeste,Smartphones,Xiaomi 12,1,1827.7,0.04,1754.59,1406.0,348.59
493,2022-01-19,11,Centro-Oeste,Monitores,"Samsung 32""",3,1204.22,0.03,3504.28,2244.0,1260.28
494,2022-01-19,11,Centro-Oeste,Smartphones,Xiaomi 12,1,1955.93,0.11,1740.78,1406.0,334.78
495,2022-01-19,12,Centro-Oeste,Smartphones,Samsung A54,2,2082.31,0.06,3914.74,2812.0,1102.74
496,2022-01-19,12,Centro-Oeste,Acessórios,Cabo USB-C,3,86.42,0.12,228.15,162.0,66.15
497,2022-01-19,13,Centro-Oeste,Notebooks,HP Pavilion,2,3173.75,0.05,6030.12,4032.0,1998.12
498,2022-01-19,14,Centro-Oeste,Monitores,"AOC 24""",2,1090.49,0.05,2071.93,1496.0,575.93
499,2022-01-19,14,Centro-Oeste,Notebooks,Dell Inspiron,2,2931.15,0.03,5686.43,4032.0,1654.43
500,2022-01-19,16,Norte,Acessórios,Suporte Notebook,14,95.14,0.13,1158.81,756.0,402.81
501,2022-01-19,16,Norte,Acessórios,Hub USB,18,82.85,0.13,1297.43,972.0,325.43
502,2022-01-19,17,Norte,Smartphones,Samsung A54,1,1857.21,0.13,1615.77,1406.0,209.77
